question_id,question,chunk_id,title,primary_category,abstract_preview,relevance
16,How is realized volatility estimated from intraday returns?,2508.20101v1_c0,A Heterogeneous Spatiotemporal GARCH Model: A Predictive Framework for Volatility in Financial Networks,q-fin.ST,"Title: A Heterogeneous Spatiotemporal GARCH Model: A Predictive Framework for Volatility in Financial Networks  Abstract: We introduce a heterogeneous spatiotemporal GARCH model for geostatistical data or processes on networks, e.g., for modelling and predicting financial return volatility across fi",0
16,How is realized volatility estimated from intraday returns?,2509.11928v3_c0,Meta-Learning Neural Process for Implied Volatility Surfaces with SABR-induced Priors,q-fin.CP,"Title: Meta-Learning Neural Process for Implied Volatility Surfaces with SABR-induced Priors

Abstra",0
16,How is realized volatility estimated from intraday returns?,2510.16526v1_c0,A high-frequency approach to Realized Risk Measures,q-fin.RM,"Title: A high-frequency approach to Realized Risk Measures  Abstract: We propose a new approach, termed Realized Risk Measures (RRM), to estimate Value-at-Risk (VaR) and Expected Shortfall (ES) using high-frequency financial data. It extends the Realized Quantile (RQ) approach proposed by Dimitriadi",1
16,How is realized volatility estimated from intraday returns?,2601.09074v1_c0,The Fourier estimator of spot volatility: Unbounded coefficients and jumps in the price process,q-fin.CP,Title: The Fourier estimator of spot volatility: Unbounded coefficients and jumps in the price process  Abstract: In this paper we study the Fourier estimator of Malliavin and Mancino for the spot volatility. We establish the convergence of the trigonometric polynomial to the volatility's path in a ,1
16,How is realized volatility estimated from intraday returns?,2602.19732v1_c0,VOLatility Archive for Realized Estimates (VOLARE),q-fin.ST,Title: VOLatility Archive for Realized Estimates (VOLARE)  Abstract: VOLARE (VOLatility Archive for Realized Estimates - https://volare.unime.it) is an open research infrastructure providing standardized realized volatility and covariance measures constructed from ultra-high-frequency financial data,1
16,How is realized volatility estimated from intraday returns?,2604.02743v3_c0,On options-driven realized volatility forecasting: Information gains via rough volatility model,q-fin.RM,Title: On options-driven realized volatility forecasting: Information gains via rough volatility model  Abstract: We examine whether model-based spot volatility estimators extracted from traded options data enhance the predictive power of the Heterogeneous Autoregressive (HAR) model for realized vol,1
16,How is realized volatility estimated from intraday returns?,2604.15519v1_c0,"Broken Symmetry, Conservation Law, and Scaling in Accumulated Stock Returns -- a Modified Jones-Faddy Skew t-Distribution Perspective",q-fin.ST,"Title: Broken Symmetry, Conservation Law, and Scaling in Accumulated Stock Returns -- a Modified Jones-Faddy Skew t-Distribution Perspective  Abstract: We analyze historic S&P500 multi-day returns: from daily returns to those accumulated over up to ten days. Despite symmetry breaking between gains a",0
16,How is realized volatility estimated from intraday returns?,2605.02326v2_c0,Large-Scale Asset Selection via Metric Dependence with Enriched High Frequency Information,stat.AP,"Title: Large-Scale Asset Selection via Metric Dependence with Enriched High Frequency Information

A",0
17,How are jumps in financial time series detected?,2505.08943v1_c0,The value of partial information,q-fin.MF,Title: The value of partial information  Abstract: We investigate a pricing rule that is applicable for streams of income or contingent claim liabilities and study how this rule changes under additional insider-type information that an investor might obtain. Considering a model where the risky asset,0
17,How are jumps in financial time series detected?,2505.15602v3_c0,Deep Learning for Continuous-Time Stochastic Control with Jumps,cs.LG,"Title: Deep Learning for Continuous-Time Stochastic Control with Jumps  Abstract: In this paper, we introduce a model-based deep-learning approach to solve finite-horizon continuous-time stochastic control problems with jumps. We iteratively train two neural networks: one to represent the optimal po",0
17,How are jumps in financial time series detected?,2506.24111v1_c0,Pricing Fractal Derivatives under Sub-Mixed Fractional Brownian Motion with Jumps,q-fin.PR,"Title: Pricing Fractal Derivatives under Sub-Mixed Fractional Brownian Motion with Jumps  Abstract: We study the pricing of derivative securities in financial markets modeled by a sub-mixed fractional Brownian motion with jumps (smfBm-J), a non-Markovian process that captures both long-range depende",0
17,How are jumps in financial time series detected?,2507.17431v1_c0,Analysing Models for Volatility Clustering with Subordinated Processes: VGSA and Beyond,stat.AP,"Title: Analysing Models for Volatility Clustering with Subordinated Processes: VGSA and Beyond  Abstract: This paper explores a comprehensive class of time-changed stochastic processes constructed by subordinating Brownian motion with Levy processes, where the subordination is further governed by st",0
17,How are jumps in financial time series detected?,2508.09935v1_c0,Language of Persuasion and Misrepresentation in Business Communication: A Textual Detection Approach,cs.CL,"Title: Language of Persuasion and Misrepresentation in Business Communication: A Textual Detection Approach  Abstract: Business communication digitisation has reorganised the process of persuasive discourse, which   allows not only greater transparency but also advanced deception. This inquiry synth",0
17,How are jumps in financial time series detected?,2508.18876v1_c0,Jump detection in financial asset prices that exhibit U-shape volatility,q-fin.CP,Title: Jump detection in financial asset prices that exhibit U-shape volatility  Abstract: We describe a Matlab routine that allows us to estimate the jumps in financial asset prices using the Threshold (or Truncation) method of Mancini (2009). The routine is designed for application to five-minute ,1
17,How are jumps in financial time series detected?,2509.01041v1_c0,Neural Lévy SDE for State--Dependent Risk and Density Forecasting,q-fin.RM,"Title: Neural Lévy SDE for State--Dependent Risk and Density Forecasting  Abstract: Financial returns are known to exhibit heavy tails, volatility clustering and abrupt jumps that are poorly captured by classical diffusion models. Advances in machine learning have enabled highly flexible functional ",1
17,How are jumps in financial time series detected?,2509.15752v1_c0,An extended CIR process with stochastic discontinuities,math.PR,"Title: An extended CIR process with stochastic discontinuities  Abstract: We study an extension of the Cox-Ingersoll-Ross (CIR) process that incorporates jumps at deterministic dates, referred to as stochastic discontinuities. Our main motivation stems from short-rate modelling in the context of ove",0
17,How are jumps in financial time series detected?,2510.21297v1_c0,Jump risk premia in the presence of clustered jumps,q-fin.MF,"Title: Jump risk premia in the presence of clustered jumps  Abstract: This paper presents an option pricing model that incorporates clustered jumps using a bivariate Hawkes process. The process captures both self- and cross-excitation of positive and negative jumps, enabling the model to generate re",1
17,How are jumps in financial time series detected?,2511.06177v1_c0,Push-response anomalies in high-frequency S&P 500 price series,q-fin.TR,"Title: Push-response anomalies in high-frequency S&P 500 price series  Abstract: We test the hypothesis that consecutive intraday price changes in the most liquid U.S. equity ETF (SPY) are conditionally nonrandom. Using NBBO event-time data for about 1,500 regular trading days, we form for every lag",0
17,How are jumps in financial time series detected?,2512.17791v1_c0,Near-Maturity Asymptotics of Critical Prices of American Put Options under Exponential Lévy Models,q-fin.MF,"Title: Near-Maturity Asymptotics of Critical Prices of American Put Options under Exponential Lévy Models  Abstract: In the present paper, we study the near-maturity ($t\rightarrow T^{-}$) convergence rate of the optimal early-exercise price $b(t)$ of an American put under an exponential Lévy model ",0
17,How are jumps in financial time series detected?,2601.01871v1_c0,On lead-lag estimation of non-synchronously observed point processes,math.ST,"Title: On lead-lag estimation of non-synchronously observed point processes  Abstract: This paper introduces a new theoretical framework for analyzing lead-lag relationships between point processes, with a special focus on applications to high-frequency financial data. In particular, we are interest",0
17,How are jumps in financial time series detected?,2601.05716v2_c0,When the Rules Change: Adaptive Signal Extraction via Kalman Filtering and Markov-Switching Regimes,q-fin.CP,"Title: When the Rules Change: Adaptive Signal Extraction via Kalman Filtering and Markov-Switching Regimes  Abstract: Most empirical microstructure research assumes that order flow--return parameters are constant, yet these relationships shift substantially across market regimes. Combining adaptive ",0
17,How are jumps in financial time series detected?,2601.11201v1_c0,"Fast Times, Slow Times: Timescale Separation in Financial Timeseries Data",q-fin.PM,"Title: Fast Times, Slow Times: Timescale Separation in Financial Timeseries Data  Abstract: Financial time series exhibit multiscale behavior, with interaction between multiple processes operating on different timescales. This paper introduces a method for separating these processes using variance a",0
17,How are jumps in financial time series detected?,2602.20011v1_c0,Schrödinger bridges with jumps for time series generation,q-fin.MF,"Title: Schrödinger bridges with jumps for time series generation  Abstract: We study generative modeling for time series using entropic optimal transport and the Schrödinger bridge (SB) framework, with a focus on applications in finance and energy modeling. Extending the diffusion-based approach of ",0
17,How are jumps in financial time series detected?,2604.13458v1_c0,Interpretable Systematic Risk around the Clock,q-fin.GN,"Title: Interpretable Systematic Risk around the Clock  Abstract: In this paper, I present the first comprehensive, around-the-clock analysis of systematic jump risk by combining high-frequency market data with contemporaneous news narratives identified as the underlying causes of market jumps. These",1
17,How are jumps in financial time series detected?,2604.21297v1_c0,Identifying dynamical network markers of financial market instability,physics.soc-ph,Title: Identifying dynamical network markers of financial market instability  Abstract: Market instability has been extensively studied using mathematical approaches to characterize complex trading dynamics and detect structural change points. This study explores the potential for early warning of m,0
17,How are jumps in financial time series detected?,2605.00688v1_c0,Optimal Merton's Problem under Multivariate Affine Volterra Models with Jumps,math.OC,"Title: Optimal Merton's Problem under Multivariate Affine Volterra Models with Jumps  Abstract: This paper is concerned with portfolio selection for an investor with exponential, power, and logarithmic utility in multi-asset financial markets allowing jumps. We investigate the classical Merton's por",0
17,How are jumps in financial time series detected?,2605.04690v1_c0,Learning Time-Inhomogeneous Markov Dynamics in Financial Time Series via Neural Parameterization,cs.LG,Title: Learning Time-Inhomogeneous Markov Dynamics in Financial Time Series via Neural Parameterization  Abstract: Modeling the dynamics of non-stationary stochastic systems requires balancing the representational power of deep learning with the mathematical transparency of classical models. While c,0
18,How is cointegration used in pairs trading strategies?,2505.07820v2_c0,Revisiting the Excess Volatility Puzzle Through the Lens of the Chiarella Model,q-fin.TR,"Title: Revisiting the Excess Volatility Puzzle Through the Lens of the Chiarella Model  Abstract: We amend and extend the Chiarella model of financial markets to deal with arbitrary long-term value drifts in a consistent way. This allows us to improve upon existing calibration schemes, opening the p",0
18,How is cointegration used in pairs trading strategies?,2506.08718v1_c0,Price Discovery in Cryptocurrency Markets,q-fin.TR,"Title: Price Discovery in Cryptocurrency Markets  Abstract: This document analyzes price discovery in cryptocurrency markets by comparing centralized and decentralized exchanges, as well as spot and futures markets. The study focuses first on Ethereum (ETH) and then applies a similar approach to Bit",0
18,How is cointegration used in pairs trading strategies?,2506.08992v1_c0,Optimal hedging of an informed broker facing many traders,q-fin.TR,"Title: Optimal hedging of an informed broker facing many traders  Abstract: This paper investigates the optimal hedging strategies of an informed broker interacting with multiple traders in a financial market. We develop a theoretical framework in which the broker, possessing exclusive information a",0
18,How is cointegration used in pairs trading strategies?,2506.19255v1_c0,From Data Acquisition to Lag Modeling: Quantitative Exploration of A-Share Market with Low-Coupling System Design,q-fin.CP,"Title: From Data Acquisition to Lag Modeling: Quantitative Exploration of A-Share Market with Low-Coupling System Design  Abstract: We propose a novel two-stage framework to detect lead-lag relationships in the Chinese A-share market. First, long-term coupling between stocks is measured via daily da",0
18,How is cointegration used in pairs trading strategies?,2507.09347v1_c0,A Framework for Predictive Directional Trading Based on Volatility and Causal Inference,q-fin.ST,Title: A Framework for Predictive Directional Trading Based on Volatility and Causal Inference  Abstract: Purpose: This study introduces a novel framework for identifying and exploiting predictive lead-lag relationships in financial markets. We propose an integrated approach that combines advanced s,0
18,How is cointegration used in pairs trading strategies?,2507.15876v1_c0,Re-evaluating Short- and Long-Term Trend Factors in CTA Replication: A Bayesian Graphical Approach,cs.AI,Title: Re-evaluating Short- and Long-Term Trend Factors in CTA Replication: A Bayesian Graphical Approach  Abstract: Commodity Trading Advisors (CTAs) have historically relied on trend-following rules that operate on vastly different horizons from long-term breakouts that capture major directional m,0
18,How is cointegration used in pairs trading strategies?,2508.16919v1_c0,Combining a Large Pool of Forecasts of Value-at-Risk and Expected Shortfall,q-fin.RM,"Title: Combining a Large Pool of Forecasts of Value-at-Risk and Expected Shortfall  Abstract: Value-at-risk (VaR) and expected shortfall (ES) have become widely used measures of risk for daily portfolio returns. As a result, many methods now exist for forecasting the VaR and ES. These include GARCH-",0
18,How is cointegration used in pairs trading strategies?,2509.23533v1_c0,Rethinking Portfolio Risk: Forecasting Volatility Through Cointegrated Asset Dynamics,q-fin.PM,Title: Rethinking Portfolio Risk: Forecasting Volatility Through Cointegrated Asset Dynamics  Abstract: We introduce the Historical and Dynamic Volatility Ratios (HVR/DVR) and show that equity and index volatilities are cointegrated at intraday and daily horizons. This allows us to construct a VECM ,0
18,How is cointegration used in pairs trading strategies?,2510.17165v1_c0,Trading with the Devil: Risk and Return in Foundation Model Strategies,cs.CE,Title: Trading with the Devil: Risk and Return in Foundation Model Strategies  Abstract: Foundation models - already transformative in domains such as natural language processing - are now starting to emerge for time-series tasks in finance. While these pretrained architectures promise versatile pre,0
18,How is cointegration used in pairs trading strategies?,2511.00665v1_c0,Technical Analysis Meets Machine Learning: Bitcoin Evidence,q-fin.CP,"Title: Technical Analysis Meets Machine Learning: Bitcoin Evidence  Abstract: In this note, we compare Bitcoin trading performance using two machine learning models-Light Gradient Boosting Machine (LightGBM) and Long Short-Term Memory (LSTM)-and two technical analysis-based strategies: Exponential M",0
18,How is cointegration used in pairs trading strategies?,2512.02037v1_c0,Statistical Arbitrage in Polish Equities Market Using Deep Learning Techniques,q-fin.ST,"Title: Statistical Arbitrage in Polish Equities Market Using Deep Learning Techniques  Abstract: We study a systematic approach to a popular Statistical Arbitrage technique: Pairs Trading. Instead of relying on two highly correlated assets, we replace the second asset with a replication of the first",1
18,How is cointegration used in pairs trading strategies?,2512.24906v1_c0,Stochastic factors can matter: improving robust growth under ergodicity,q-fin.MF,"Title: Stochastic factors can matter: improving robust growth under ergodicity  Abstract: Drifts of asset returns are notoriously difficult to model accurately and, yet, trading strategies obtained from portfolio optimization are very sensitive to them. To mitigate this well-known phenomenon we stud",0
18,How is cointegration used in pairs trading strategies?,2601.01871v1_c0,On lead-lag estimation of non-synchronously observed point processes,math.ST,"Title: On lead-lag estimation of non-synchronously observed point processes  Abstract: This paper introduces a new theoretical framework for analyzing lead-lag relationships between point processes, with a special focus on applications to high-frequency financial data. In particular, we are interest",0
18,How is cointegration used in pairs trading strategies?,2601.04067v2_c0,Diversification Preferences and Risk Attitudes,econ.TH,"Title: Diversification Preferences and Risk Attitudes  Abstract: Portfolio diversification is a cornerstone of modern finance, while risk aversion is central to decision theory; both concepts are long-standing and foundational. We investigate their connections by studying how different forms of dive",0
18,How is cointegration used in pairs trading strategies?,2602.01376v1_c0,Keeping Up with the Correlations: Stochastic Spot/Volatility Correlation and Exotic Pricing,q-fin.PR,"Title: Keeping Up with the Correlations: Stochastic Spot/Volatility Correlation and Exotic Pricing  Abstract: We consider a novel use case for the Double Heston model (Christoffersen et al,, 2009), where the two Heston sub-variances have different spot/volatility correlations but the same volatility",0
18,How is cointegration used in pairs trading strategies?,2602.10785v1_c0,A novel approach to trading strategy parameter optimization using double out-of-sample data and walk-forward techniques,q-fin.TR,Title: A novel approach to trading strategy parameter optimization using double out-of-sample data and walk-forward techniques  Abstract: This study introduces a novel approach to walk-forward optimization by parameterizing the lengths of training and testing windows. We demonstrate that the perform,0
18,How is cointegration used in pairs trading strategies?,2604.02035v1_c0,Reinforcement Learning for Speculative Trading under Exploratory Framework,q-fin.MF,Title: Reinforcement Learning for Speculative Trading under Exploratory Framework  Abstract: We study a speculative trading problem within the exploratory reinforcement learning (RL) framework of Wang et al. [2020]. The problem is formulated as a sequential optimal stopping problem over entry and ex,0
18,How is cointegration used in pairs trading strategies?,2604.19580v1_c0,"Probabilistic Forecasting for Day-ahead Electricity Prices, Battery Trading Strategies and the Economic Evaluation of Predictive Accuracy",q-fin.ST,"Title: Probabilistic Forecasting for Day-ahead Electricity Prices, Battery Trading Strategies and the Economic Evaluation of Predictive Accuracy  Abstract: Electricity price forecasting supports decision-making in energy markets and asset operation. Probabilistic forecasts are increasingly adopted t",0
18,How is cointegration used in pairs trading strategies?,2605.02287v1_c0,Per-Market Information Leakage and Order-Flow Skill: Two Methodological Lenses on Informed Trading in Decentralized Prediction Markets,q-fin.TR,Title: Per-Market Information Leakage and Order-Flow Skill: Two Methodological Lenses on Informed Trading in Decentralized Prediction Markets  Abstract: April 2026 saw notable methodological convergence in the academic study of informed trading on decentralized prediction markets. Three approaches s,0
19,What are the statistical properties of high-frequency returns?,2503.14814v1_c0,Modelling High-Frequency Data with Bivariate Hawkes Processes: Power-Law vs. Exponential Kernels,q-fin.MF,Title: Modelling High-Frequency Data with Bivariate Hawkes Processes: Power-Law vs. Exponential Kernels  Abstract: This study explores the application of Hawkes processes to model high-frequency data in the context of limit order books. Two distinct Hawkes-based models are proposed and analyzed: one,1
19,What are the statistical properties of high-frequency returns?,2504.19050v1_c0,Phase Transitions in Financial Markets Using the Ising Model: A Statistical Mechanics Perspective,q-fin.ST,"Title: Phase Transitions in Financial Markets Using the Ising Model: A Statistical Mechanics Perspective  Abstract: This dissertation investigates the ability of the Ising model to replicate statistical characteristics, or stylized facts, commonly observed in financial assets. The study specifically",1
19,What are the statistical properties of high-frequency returns?,2504.20488v1_c0,Scaling and shape of financial returns distributions modeled as conditionally independent random variables,q-fin.ST,"Title: Scaling and shape of financial returns distributions modeled as conditionally independent random variables  Abstract: We show that assuming that the returns are independent when conditioned on the value of their variance (volatility), which itself varies in time randomly, then the distributio",1
19,What are the statistical properties of high-frequency returns?,2507.14325v1_c0,Eigenvalue Distribution of Empirical Correlation Matrices for Multiscale Complex Systems and Application to Financial Data,q-fin.ST,Title: Eigenvalue Distribution of Empirical Correlation Matrices for Multiscale Complex Systems and Application to Financial Data  Abstract: We introduce a method for describing eigenvalue distributions of correlation matrices from multidimensional time series. Using our newly developed matrix H the,0
19,What are the statistical properties of high-frequency returns?,2508.02356v1_c0,Neural Network-Based Algorithmic Trading Systems: Multi-Timeframe Analysis and High-Frequency Execution in Cryptocurrency Markets,q-fin.CP,Title: Neural Network-Based Algorithmic Trading Systems: Multi-Timeframe Analysis and High-Frequency Execution in Cryptocurrency Markets  Abstract: This paper explores neural network-based approaches for algorithmic trading in cryptocurrency markets. Our approach combines multi-timeframe trend analy,0
19,What are the statistical properties of high-frequency returns?,2508.20672v1_c0,Agent-based model of information diffusion in the limit order book trading,q-fin.CP,"Title: Agent-based model of information diffusion in the limit order book trading  Abstract: There are multiple explanations for stylized facts in high-frequency trading, including adaptive and informed agents, many of which have been studied through agent-based models. This paper investigates an al",1
19,What are the statistical properties of high-frequency returns?,2509.00697v1_c0,Multi Scale Analysis of Nifty 50 Return Characteristics Valuation Dynamics and Market Complexity 1990 to 2024,q-fin.ST,"Title: Multi Scale Analysis of Nifty 50 Return Characteristics Valuation Dynamics and Market Complexity 1990 to 2024  Abstract: This study presents a unified, distribution-aware, and complexity-informed framework for understanding equity return dynamics in the Indian market, using 34 years (1990 to ",1
19,What are the statistical properties of high-frequency returns?,2510.05809v4_c0,Coherent estimation of risk measures,q-fin.RM,"Title: Coherent estimation of risk measures  Abstract: We develop a statistical framework for risk estimation, inspired by the axiomatic theory of risk measures. Coherent risk estimators -- functionals of P\&L samples inheriting the economic properties of risk measures -- are defined and characteriz",0
19,What are the statistical properties of high-frequency returns?,2510.09785v1_c0,The Pitfalls of Continuous Heavy-Tailed Distributions in High-Frequency Data Analysis,q-fin.ST,"Title: The Pitfalls of Continuous Heavy-Tailed Distributions in High-Frequency Data Analysis  Abstract: We address the challenges of modeling high-frequency integer price changes in financial markets using continuous distributions, particularly the Student's t-distribution. We demonstrate that tradi",1
19,What are the statistical properties of high-frequency returns?,2510.16526v1_c0,A high-frequency approach to Realized Risk Measures,q-fin.RM,"Title: A high-frequency approach to Realized Risk Measures  Abstract: We propose a new approach, termed Realized Risk Measures (RRM), to estimate Value-at-Risk (VaR) and Expected Shortfall (ES) using high-frequency financial data. It extends the Realized Quantile (RQ) approach proposed by Dimitriadi",0
19,What are the statistical properties of high-frequency returns?,2510.27334v1_c0,When AI Trading Agents Compete: Adverse Selection of Meta-Orders by Reinforcement Learning-Based Market Making,q-fin.TR,Title: When AI Trading Agents Compete: Adverse Selection of Meta-Orders by Reinforcement Learning-Based Market Making  Abstract: We investigate the mechanisms by which medium-frequency trading agents are adversely selected by opportunistic high-frequency traders. We use reinforcement learning (RL) w,0
19,What are the statistical properties of high-frequency returns?,2511.17479v1_c0,Emergence of Randomness in Temporally Aggregated Financial Tick Sequences,q-fin.ST,"Title: Emergence of Randomness in Temporally Aggregated Financial Tick Sequences  Abstract: Markets efficiency implies that the stock returns are intrinsically unpredictable, a property that makes markets comparable to random number generators. We present a novel methodology to investigate ultra-hig",1
19,What are the statistical properties of high-frequency returns?,2512.12526v1_c0,Empirical Mode Decomposition and Graph Transformation of the MSCI World Index: A Multiscale Topological Analysis for Graph Neural Network Modeling,cs.LG,Title: Empirical Mode Decomposition and Graph Transformation of the MSCI World Index: A Multiscale Topological Analysis for Graph Neural Network Modeling  Abstract: This study applies Empirical Mode Decomposition (EMD) to the MSCI World index and converts the resulting intrinsic mode functions (IMFs,0
19,What are the statistical properties of high-frequency returns?,2603.05119v1_c0,Asymptotic Separability of Diffusion and Jump Components in High-Frequency CIR and CKLS Models,q-fin.ST,"Title: Asymptotic Separability of Diffusion and Jump Components in High-Frequency CIR and CKLS Models  Abstract: This paper develops a robust parametric framework for jump detection in discretely observed CKLS-type jump-diffusion processes with high-frequency asymptotics, based on the minimum densit",1
19,What are the statistical properties of high-frequency returns?,2603.05260v1_c0,"Extreme Value Analysis for Finite, Multivariate and Correlated Systems with Finance as an Example",q-fin.ST,"Title: Extreme Value Analysis for Finite, Multivariate and Correlated Systems with Finance as an Example  Abstract: Extreme values and the tail behavior of probability distributions are essential for quantifying and mitigating risk in complex systems of all kinds. In multivariate settings, accountin",0
19,What are the statistical properties of high-frequency returns?,2604.00346v1_c0,Forecasting duration in high-frequency financial data using a self-exciting flexible residual point process,q-fin.ST,Title: Forecasting duration in high-frequency financial data using a self-exciting flexible residual point process  Abstract: This paper presents a method for forecasting limit order book durations using a self-exciting flexible residual point process. High-frequency events in modern exchanges exhib,1
1,What are the limitations of the Black-Scholes model in real markets?,2504.03175v2_c0,Mathematical Modeling of Option Pricing with an Extended Black-Scholes Framework,math.NA,Title: Mathematical Modeling of Option Pricing with an Extended Black-Scholes Framework  Abstract: This study investigates enhancing option pricing by extending the Black-Scholes model to include stochastic volatility and interest rate variability within the Partial Differential Equation (PDE). The ,1
1,What are the limitations of the Black-Scholes model in real markets?,2504.20088v1_c0,Deep Learning vs. Black-Scholes: Option Pricing Performance on Brazilian Petrobras Stocks,q-fin.ST,"Title: Deep Learning vs. Black-Scholes: Option Pricing Performance on Brazilian Petrobras Stocks  Abstract: This paper explores the use of deep residual networks for pricing European options on Petrobras, one of the world's largest oil and gas producers, and compares its performance with the Black-S",1
1,What are the limitations of the Black-Scholes model in real markets?,2506.05565v1_c0,Applying Informer for Option Pricing: A Transformer-Based Approach,cs.CE,"Title: Applying Informer for Option Pricing: A Transformer-Based Approach  Abstract: Accurate option pricing is essential for effective trading and risk management in financial markets, yet it remains challenging due to market volatility and the limitations of traditional models like Black-Scholes. ",1
1,What are the limitations of the Black-Scholes model in real markets?,2506.14614v1_c0,Pricing options on the cryptocurrency futures contracts,q-fin.MF,Title: Pricing options on the cryptocurrency futures contracts  Abstract: The cryptocurrency options market is notable for its high volatility and lower liquidity compared to traditional markets. These characteristics introduce significant challenges to traditional option pricing methodologies. Addr,1
1,What are the limitations of the Black-Scholes model in real markets?,2507.03470v1_c0,Perpetual American Standard and Lookback Options in Insider Models with Progressively Enlarged Filtrations,q-fin.MF,Title: Perpetual American Standard and Lookback Options in Insider Models with Progressively Enlarged Filtrations  Abstract: We derive closed-form solutions to the optimal stopping problems related to the pricing of perpetual American standard and lookback put and call options in the extensions of t,0
1,What are the limitations of the Black-Scholes model in real markets?,2507.16701v1_c0,Binary Tree Option Pricing Under Market Microstructure Effects: A Random Forest Approach,q-fin.CP,"Title: Binary Tree Option Pricing Under Market Microstructure Effects: A Random Forest Approach  Abstract: We propose a machine learning-based extension of the classical binomial option pricing model that incorporates key market microstructure effects. Traditional models assume frictionless markets,",1
1,What are the limitations of the Black-Scholes model in real markets?,2508.16595v2_c0,"Empirical Analysis of the Model-Free Valuation Approach: Hedging Gaps, Conservatism, and Trading Opportunities",q-fin.PR,"Title: Empirical Analysis of the Model-Free Valuation Approach: Hedging Gaps, Conservatism, and Trading Opportunities  Abstract: In this paper we study the quality of model-free valuation approaches for financial derivatives by systematically evaluating the difference between model-free super-hedgin",0
1,What are the limitations of the Black-Scholes model in real markets?,2509.18099v1_c0,"Path-dependent, ESG-valued, option pricing in the Bachelier-Black-Scholes-Merton model",q-fin.PR,"Title: Path-dependent, ESG-valued, option pricing in the Bachelier-Black-Scholes-Merton model  Abstract: We extend the application of the Cherny-Shiryaev-Yor invariance principle to a unified Bachelier-Black-Scholes-Merton (BBSM) dynamic pricing model. This extension incorporates the influence of th",1
1,What are the limitations of the Black-Scholes model in real markets?,2510.01446v1_c0,Can Machine Learning Algorithms Outperform Traditional Models for Option Pricing?,q-fin.CP,"Title: Can Machine Learning Algorithms Outperform Traditional Models for Option Pricing?  Abstract: This study investigates the application of machine learning techniques, specifically Neural Networks, Random Forests, and CatBoost for option pricing, in comparison to traditional models such as Black",1
1,What are the limitations of the Black-Scholes model in real markets?,2510.27277v2_c0,"Black-Scholes Model, comparison between Analytical Solution and Numerical Analysis",q-fin.PR,"Title: Black-Scholes Model, comparison between Analytical Solution and Numerical Analysis  Abstract: The main purpose of this article is to give a general overview and understanding of the first widely used option-pricing model, the Black-Scholes model. The history and context are presented, with th",1
1,What are the limitations of the Black-Scholes model in real markets?,2512.21115v1_c0,Discrete-time asset price bubbles with short sales prohibitions under model uncertainty,q-fin.MF,"Title: Discrete-time asset price bubbles with short sales prohibitions under model uncertainty  Abstract: In this study, we investigate asset price bubbles in a discrete-time, discrete-state market under model uncertainty and short sales prohibitions. Building on a new fundamental theorem of asset p",0
1,What are the limitations of the Black-Scholes model in real markets?,2512.24371v1_c0,Utility Maximisation with Model-independent Constraints,q-fin.MF,"Title: Utility Maximisation with Model-independent Constraints  Abstract: We consider an agent who has access to a financial market, including derivative contracts, who looks to maximise her utility. Whilst the agent looks to maximise utility over one probability measure, or class of probability mea",0
1,What are the limitations of the Black-Scholes model in real markets?,2601.00293v1_c0,Option Pricing beyond Black-Scholes Model:Quantum Mechanics Approach,q-fin.RM,"Title: Option Pricing beyond Black-Scholes Model:Quantum Mechanics Approach  Abstract: Based on the analog between the stochastic dynamics and quantum harmonic oscillator, we propose a market force driving model to generalize the Black-Scholes model in finance market. We give new schemes of option p",1
1,What are the limitations of the Black-Scholes model in real markets?,2603.28948v1_c0,Scaling Limits for Exponential Hedging in Trinomial Models,q-fin.MF,"Title: Scaling Limits for Exponential Hedging in Trinomial Models  Abstract: We study scaled trinomial models converging to the Black--Scholes model, and analyze exponential certainty-equivalent prices for path-dependent European options. As the number of trading dates $n$ tends to infinity and the ",0
1,What are the limitations of the Black-Scholes model in real markets?,2604.06068v1_c0,"Beyond Black-Scholes: A Computational Framework for Option Pricing Using Heston, GARCH, and Jump Diffusion Models",q-fin.CP,"Title: Beyond Black-Scholes: A Computational Framework for Option Pricing Using Heston, GARCH, and Jump Diffusion Models  Abstract: This research addresses accurate option pricing by employing models beyond the traditional Black-Scholes framework. While Black-Scholes provides a closed-form solution,",1
1,What are the limitations of the Black-Scholes model in real markets?,2604.24480v3_c0,An Explicit Solution to Black-Scholes Implied Volatility,q-fin.MF,"Title: An Explicit Solution to Black-Scholes Implied Volatility  Abstract: This paper observes that the Black--Scholes call price can be written as the survival probability of an inverse Gaussian distribution, equivalently as a probability in variance space. Inverting this representation yields an a",0
1,What are the limitations of the Black-Scholes model in real markets?,2605.07558v1_c0,Stochastic Calculus and the Black-Scholes-Merton Model: A Simplified Approach,q-fin.MF,"Title: Stochastic Calculus and the Black-Scholes-Merton Model: A Simplified Approach

Abstract: This",0
20,How does Monte Carlo simulation price exotic options?,2505.09459v1_c0,Monte-Carlo Option Pricing in Quantum Parallel,q-fin.CP,"Title: Monte-Carlo Option Pricing in Quantum Parallel  Abstract: Financial derivative pricing is a significant challenge in finance, involving the valuation of instruments like options based on underlying assets. While some cases have simple solutions, many require complex classical computational me",0
